region,date,Alpha,BA.1*,BA.2*,BA.2.75*,BA.2.86*,BA.4/5*,BQ.1*,Delta,EG.5.1*,XBB*,XBB.1.16*,others,in_program,not_in_program,sequences,cases
2,2021-07-05,5,0,0,0,0,0,0,32,0,0,0,4,41,0,41,193
2,2021-07-12,2,0,0,0,0,0,0,69,0,0,0,6,77,0,77,358
2,2021-07-19,1,0,0,0,0,0,0,105,0,0,0,3,109,0,109,428
2,2021-07-26,0,0,0,0,0,0,0,152,0,0,0,1,153,0,153,604
2,2021-08-02,2,0,0,0,0,0,0,294,0,0,0,0,296,0,296,1197
2,2021-08-09,2,0,0,0,0,0,0,357,0,0,0,1,360,0,360,2097
2,2021-08-16,0,0,0,0,0,0,0,533,0,0,0,0,533,0,533,2501
2,2021-08-23,0,0,0,0,0,0,0,354,0,0,0,1,355,0,355,2629
2,2021-08-30,0,0,0,0,0,0,0,384,0,0,0,0,384,0,384,2670
2,2021-09-06,0,0,0,0,0,0,0,346,0,0,0,0,346,0,346,2580
2,2021-09-13,0,0,0,0,0,0,0,325,0,0,0,0,325,0,325,1947
2,2021-09-20,0,0,0,0,0,0,0,322,0,0,0,0,322,0,322,1402
2,2021-09-27,0,0,0,0,0,0,0,263,0,0,0,0,263,0,263,1110
2,2021-10-04,0,0,0,0,0,0,0,229,0,0,0,0,229,0,229,822
2,2021-10-11,0,0,0,0,0,0,0,186,0,0,0,0,186,0,186,856
2,2021-10-18,0,0,0,0,0,0,0,311,0,0,0,0,311,0,311,1247
2,2021-10-25,0,0,0,0,0,0,0,393,0,0,0,0,393,0,393,1666
2,2021-11-01,4,0,0,0,0,0,0,608,0,0,0,0,612,0,612,2721
2,2021-11-08,0,0,0,0,0,0,0,619,0,0,0,0,619,0,619,4074
2,2021-11-15,0,0,0,0,0,0,0,1131,0,0,0,0,1131,0,1131,6271
2,2021-11-22,0,2,0,0,0,0,0,632,0,0,0,0,634,0,634,8503
2,2021-11-29,0,8,0,0,0,0,0,597,0,0,0,0,605,0,605,10463
2,2021-12-06,0,3,0,0,0,0,0,380,0,0,0,0,383,0,383,10272
2,2021-12-13,0,38,1,0,0,0,0,364,0,0,0,0,403,0,403,9232
2,2021-12-20,0,302,0,0,0,0,0,203,0,0,0,0,505,0,505,9882
2,2021-12-27,0,171,1,0,0,0,0,105,0,0,0,0,277,0,277,16906
2,2022-01-03,0,342,1,0,0,0,1,70,0,0,0,1,415,0,415,28828
2,2022-01-10,0,390,1,0,0,0,0,34,0,0,0,2,427,0,427,29651
2,2022-01-17,0,326,4,0,0,0,0,10,0,0,0,1,341,0,341,38417
2,2022-01-24,0,430,41,0,0,0,0,6,0,0,0,1,478,0,478,43009
2,2022-01-31,0,315,49,0,0,0,0,7,0,0,0,1,372,0,372,37477
2,2022-02-07,0,344,67,0,0,0,0,4,0,0,0,2,417,0,417,27345
2,2022-02-14,0,271,146,0,0,0,0,0,0,0,0,0,417,0,417,19812
2,2022-02-21,0,217,163,0,0,0,0,0,0,0,0,2,382,0,382,19653
2,2022-02-28,0,135,201,0,0,0,0,0,0,0,0,0,336,0,336,24744
2,2022-03-07,0,93,179,0,0,0,0,0,0,0,0,0,272,0,272,32630
2,2022-03-14,0,36,289,0,0,0,0,0,0,0,0,0,325,0,325,30018
2,2022-03-21,0,28,263,0,0,0,0,0,0,0,0,0,291,0,291,19281
2,2022-03-28,0,8,78,0,0,0,0,0,0,0,0,2,88,0,88,10129
2,2022-04-04,0,5,96,0,0,1,0,0,0,0,0,2,104,0,104,6168
2,2022-04-11,0,0,73,0,0,0,0,0,0,0,0,0,73,0,73,4571
2,2022-04-18,0,0,62,0,0,0,0,0,0,0,0,0,62,0,62,3380
2,2022-04-25,0,1,83,0,0,1,0,0,0,0,0,1,86,0,86,2423
2,2022-05-02,0,0,69,0,0,1,0,0,0,0,0,0,70,0,70,1834
2,2022-05-09,0,0,84,0,0,21,0,1,0,0,0,1,107,0,107,1709
2,2022-05-16,0,1,63,0,0,26,0,0,0,0,0,1,91,0,91,1261
2,2022-05-23,0,0,84,0,0,18,0,1,0,0,0,3,106,0,106,957
2,2022-05-30,0,0,41,0,0,100,0,0,0,0,0,0,141,0,141,1265
2,2022-06-06,0,0,27,0,0,47,0,0,0,0,0,1,75,0,75,2047
2,2022-06-13,0,0,16,0,0,42,0,0,0,0,0,3,61,0,61,3434
2,2022-06-20,0,0,14,0,0,78,0,0,0,0,0,1,93,0,93,4615
2,2022-06-27,0,0,4,0,0,65,0,0,0,0,0,1,70,0,70,6974
2,2022-07-04,0,1,2,0,0,70,0,0,0,0,0,1,74,0,74,9343
2,2022-07-11,0,0,2,0,0,115,0,0,0,0,0,0,117,0,117,8201
2,2022-07-18,0,0,15,1,0,92,0,0,0,0,0,1,109,0,109,7243
2,2022-07-25,0,0,5,0,0,87,0,0,0,0,0,0,92,0,92,4483
2,2022-08-01,0,0,5,0,0,74,0,0,0,0,0,0,79,0,79,3224
2,2022-08-08,0,1,0,1,0,80,0,0,0,0,0,0,82,0,82,3288
2,2022-08-15,0,1,0,2,0,58,0,0,0,0,0,1,62,0,62,2808
2,2022-08-22,0,1,2,3,0,85,0,0,0,0,0,0,91,0,91,2690
2,2022-08-29,0,0,0,2,0,61,0,0,0,0,0,1,64,0,64,2690
2,2022-09-05,0,0,0,2,0,85,1,0,0,0,0,0,88,0,88,2493
2,2022-09-12,0,0,0,4,0,70,0,0,0,0,0,0,74,0,74,2503
2,2022-09-19,0,0,0,4,0,78,3,0,0,1,0,0,86,0,86,2695
2,2022-09-26,0,0,0,6,0,71,2,0,0,0,0,0,79,0,79,3542
2,2022-10-03,0,0,1,12,0,90,8,0,0,4,0,2,117,0,117,4988
2,2022-10-10,0,0,2,22,0,75,8,0,0,2,0,1,110,0,110,5570
2,2022-10-17,0,0,2,18,0,73,4,0,0,0,0,0,97,0,97,5168
2,2022-10-24,0,0,3,17,0,88,16,0,0,7,0,1,132,0,132,4045
2,2022-10-31,0,0,3,18,0,45,27,0,0,4,0,0,97,0,97,4076
2,2022-11-07,0,0,0,15,0,50,39,0,0,5,0,0,109,0,109,4233
2,2022-11-14,0,0,2,18,0,40,38,0,0,13,0,1,112,0,112,4024
2,2022-11-21,0,0,2,27,0,19,47,0,0,8,0,1,104,0,104,3519
2,2022-11-28,0,0,0,17,0,22,54,0,0,15,0,1,109,0,109,2886
2,2022-12-05,0,0,0,3,0,35,42,0,0,2,0,0,82,0,82,2503
2,2022-12-12,0,0,0,3,0,19,54,0,0,2,0,0,78,0,78,1845
2,2022-12-19,0,0,0,2,0,6,49,0,0,2,0,0,59,0,59,1640
2,2022-12-26,0,0,0,6,0,10,37,0,0,2,0,0,55,0,55,816
2,2023-01-02,0,0,0,1,0,2,12,0,0,3,0,0,18,0,18,0
2,2023-01-09,0,0,0,1,0,5,16,0,0,0,0,0,22,0,22,0
2,2023-01-16,0,0,0,1,0,3,4,0,0,0,0,0,8,0,8,0
2,2023-01-23,0,0,0,0,0,2,6,0,0,1,0,0,9,0,9,0
2,2023-01-30,0,0,0,1,0,2,3,0,0,6,0,0,12,0,12,0
2,2023-02-06,0,0,0,3,0,0,3,0,0,3,0,0,9,0,9,0
2,2023-02-13,0,1,0,0,0,1,5,0,0,5,0,0,12,0,12,0
2,2023-02-20,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0
2,2023-02-27,0,0,0,2,0,0,6,0,0,13,0,1,22,0,22,0
2,2023-03-06,0,0,0,1,0,1,1,0,0,20,0,0,23,0,23,0
2,2023-03-13,0,0,0,1,0,0,2,0,0,16,0,0,19,0,19,0
2,2023-03-20,0,0,0,2,0,0,0,0,1,20,0,0,23,0,23,0
2,2023-03-27,0,1,0,0,0,0,2,0,0,17,1,0,21,0,21,0
2,2023-04-03,0,0,0,3,0,1,0,0,0,7,0,0,11,0,11,0
2,2023-04-10,0,0,0,2,0,0,0,0,0,14,0,0,16,0,16,0
2,2023-04-17,0,0,0,1,0,0,0,0,0,14,0,1,16,0,16,0
2,2023-04-24,0,0,0,0,0,0,0,0,0,6,0,3,9,0,9,0
2,2023-05-01,0,0,0,0,0,0,0,0,0,14,1,0,15,0,15,0
2,2023-05-08,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0
2,2023-05-15,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0
2,2023-05-22,0,1,0,0,0,0,0,0,0,8,0,0,9,0,9,0
2,2023-05-29,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0
2,2023-06-05,0,0,0,0,0,0,0,0,0,3,2,0,5,0,5,0
2,2023-06-12,0,0,0,1,0,0,0,0,0,3,0,0,4,0,4,0
2,2023-06-19,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0
2,2023-07-03,0,0,0,2,0,0,0,0,1,0,0,0,3,0,3,0
2,2023-07-10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,2023-07-17,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0
2,2023-07-24,0,0,0,0,0,0,0,0,1,0,2,0,3,0,3,0
2,2023-07-31,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2,2023-08-07,0,0,0,0,0,0,0,0,2,4,3,0,9,0,9,0
2,2023-08-14,0,0,0,1,0,0,0,0,7,6,4,0,18,0,18,0
2,2023-08-21,0,0,0,0,0,0,0,0,3,3,19,0,25,0,25,0
2,2023-08-28,0,0,0,1,0,0,0,0,3,5,10,0,19,0,19,0
2,2023-09-04,0,0,0,0,0,0,0,0,7,6,8,0,21,0,21,0
2,2023-09-11,0,0,0,0,0,0,0,0,6,2,5,2,15,0,15,0
2,2023-09-18,0,1,0,4,1,0,0,0,11,4,3,2,26,0,26,0
2,2023-09-25,0,0,0,2,0,0,0,0,11,3,7,0,23,0,23,0
2,2023-10-02,0,0,0,1,0,0,0,0,8,4,5,0,18,0,18,0
2,2023-10-09,0,0,0,0,0,0,0,0,12,5,2,1,20,0,20,0
2,2023-10-16,0,0,0,0,2,0,0,0,24,7,3,0,36,0,36,0
2,2023-10-23,0,0,0,0,0,0,0,0,25,11,3,3,42,0,42,0
2,2023-10-30,0,0,0,0,10,0,0,0,14,9,1,3,37,0,37,0
2,2023-11-06,0,0,0,0,6,0,0,0,21,7,4,1,39,0,39,0
2,2023-11-13,0,0,0,0,3,0,0,0,10,1,0,0,14,0,14,0
3,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,11,11,0,11,13
3,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,64,64,0,64,60
3,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,195,195,0,195,295
3,2020-03-16,0,0,0,0,0,0,0,0,0,0,0,287,287,0,287,790
3,2020-03-23,0,0,0,0,0,0,0,0,0,0,0,145,145,0,145,885
3,2020-03-30,0,0,0,0,0,0,0,0,0,0,0,105,105,0,105,643
3,2020-04-06,0,0,0,0,0,0,0,0,0,0,0,44,44,0,44,373
3,2020-04-13,0,0,0,0,0,0,0,0,0,0,0,25,25,0,25,222
3,2020-04-20,0,0,0,0,0,0,0,0,0,0,0,16,16,0,16,123
3,2020-04-27,0,0,0,0,0,0,0,0,0,0,0,24,24,0,24,91
3,2020-05-04,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,61
3,2020-05-11,1,0,0,0,0,0,0,0,0,0,0,5,6,0,6,40
3,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,14
3,2020-05-25,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,24
3,2020-06-01,1,0,0,0,0,0,0,0,0,0,0,3,4,0,4,13
3,2020-06-08,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,15
3,2020-06-15,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,18
3,2020-06-22,1,0,0,0,0,0,0,0,0,0,0,9,10,0,10,54
3,2020-06-29,5,0,0,0,0,0,0,0,0,0,0,10,15,0,15,97
3,2020-07-06,13,0,0,0,0,0,0,0,0,0,0,34,47,0,47,118
3,2020-07-13,8,0,0,0,0,0,0,0,0,0,0,25,33,0,33,110
3,2020-07-20,9,0,0,0,0,0,0,0,0,0,0,15,24,0,24,109
3,2020-07-27,1,0,0,0,0,0,0,0,0,0,0,22,23,0,23,139
3,2020-08-03,1,0,0,0,0,0,0,0,0,0,0,29,30,0,30,143
3,2020-08-10,5,0,0,0,0,0,0,0,0,0,0,39,44,0,44,268
3,2020-08-17,3,0,0,0,0,0,0,0,0,0,0,49,52,0,52,241
3,2020-08-24,0,0,0,0,0,0,0,0,0,0,0,64,64,0,64,269
3,2020-08-31,0,0,0,0,0,0,0,0,0,0,0,36,36,0,36,217
3,2020-09-07,3,0,0,0,0,0,0,0,0,0,0,55,58,0,58,218
3,2020-09-14,1,0,0,0,0,0,0,0,0,0,0,12,13,0,13,243
3,2020-09-21,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,167
3,2020-09-28,0,0,0,0,0,0,0,0,0,0,0,40,40,0,40,241
3,2020-10-05,1,0,0,0,0,0,0,0,0,0,0,94,95,0,95,693
3,2020-10-12,1,0,0,0,0,0,0,0,0,0,0,221,222,0,222,1672
3,2020-10-19,5,0,0,0,0,0,0,0,0,0,0,302,307,0,307,3563
3,2020-10-26,12,0,0,0,0,0,0,0,0,0,0,261,273,0,273,4960
3,2020-11-02,16,0,0,0,0,0,0,0,0,0,0,375,391,0,391,4772
3,2020-11-09,9,0,0,0,0,0,0,0,0,0,0,380,389,0,389,4511
3,2020-11-16,5,0,0,0,0,0,0,0,0,0,0,272,277,0,277,4604
3,2020-11-23,23,0,0,0,0,0,0,0,0,0,0,325,348,0,348,4638
3,2020-11-30,9,0,0,0,0,0,0,0,0,0,0,215,224,0,224,4984
3,2020-12-07,5,0,0,0,0,0,0,0,0,0,0,313,318,0,318,5727
3,2020-12-14,14,0,0,0,0,0,0,0,0,0,0,728,742,0,742,5584
3,2020-12-21,19,0,0,0,0,0,0,0,0,0,0,617,636,0,636,4419
3,2020-12-28,19,0,0,0,0,0,0,1,0,0,0,615,635,0,635,3866
3,2021-01-04,23,0,0,0,0,0,0,0,0,0,0,657,680,0,680,3405
3,2021-01-11,21,0,0,0,0,0,0,0,0,0,0,553,574,0,574,2299
3,2021-01-18,57,0,0,0,0,0,0,0,0,0,0,413,470,0,470,2060
3,2021-01-25,128,0,0,0,0,0,0,0,0,0,0,377,505,0,505,1693
3,2021-02-01,203,0,0,0,0,0,0,0,0,0,0,301,504,0,504,1421
3,2021-02-08,152,0,0,0,0,0,0,0,0,0,0,131,283,0,283,1050
3,2021-02-15,164,0,0,0,0,0,0,0,0,0,0,131,295,0,295,954
3,2021-02-22,206,0,0,0,0,0,0,0,0,0,0,101,307,0,307,1066
3,2021-03-01,361,0,0,0,0,0,0,0,0,0,0,78,439,0,439,1103
3,2021-03-08,470,0,0,0,0,0,0,0,0,0,0,88,558,0,558,1459
3,2021-03-15,473,0,0,0,0,0,0,0,0,0,0,48,521,0,521,1884
3,2021-03-22,430,0,0,0,0,0,0,0,0,0,0,39,469,0,469,2000
3,2021-03-29,489,0,0,0,0,0,0,0,0,0,0,35,524,0,524,1943
3,2021-04-05,452,0,0,0,0,0,0,3,0,0,0,11,466,0,466,2247
3,2021-04-12,508,0,0,0,0,0,0,3,0,0,0,24,535,0,535,2277
3,2021-04-19,645,0,0,0,0,0,0,8,0,0,0,39,692,0,692,2492
3,2021-04-26,674,0,0,0,0,0,0,9,0,0,0,26,709,0,709,2091
3,2021-05-03,532,0,0,0,0,0,0,2,0,0,0,31,565,0,565,1799
3,2021-05-10,286,0,0,0,0,0,0,5,0,0,0,18,309,0,309,1262
3,2021-05-17,318,0,0,0,0,0,0,9,0,0,0,8,335,0,335,1030
3,2021-05-24,164,0,0,0,0,0,0,4,0,0,0,5,173,0,173,578
3,2021-05-31,151,0,0,0,0,0,0,11,0,0,0,4,166,0,166,416
3,2021-06-07,80,0,0,0,0,0,0,9,0,0,0,3,92,0,92,259
3,2021-06-14,55,0,0,0,0,0,0,23,0,0,0,3,81,0,81,172
3,2021-06-21,29,0,0,0,0,0,0,14,0,0,0,3,46,0,46,110
3,2021-06-28,9,0,0,0,0,0,0,31,0,0,0,9,49,0,49,138
3,2021-07-05,15,0,0,0,0,0,0,108,0,0,0,4,127,0,127,263
3,2021-07-12,9,0,0,0,0,0,0,261,0,0,0,6,276,0,276,487
3,2021-07-19,2,0,0,0,0,0,0,357,0,0,0,9,368,0,368,652
3,2021-07-26,0,0,0,0,0,0,0,411,0,0,0,17,428,0,428,911
3,2021-08-02,4,0,0,0,0,0,0,775,0,0,0,46,825,0,825,1524
3,2021-08-09,5,0,0,0,0,0,0,1152,0,0,0,7,1164,0,1164,2863
3,2021-08-16,0,0,0,0,0,0,0,1202,0,0,0,2,1204,0,1204,3777
3,2021-08-23,1,0,0,0,0,0,0,461,0,0,0,0,462,0,462,3775
3,2021-08-30,2,0,0,0,0,0,0,591,0,0,0,1,594,0,594,3463
3,2021-09-06,0,0,0,0,0,0,0,559,0,0,0,0,559,0,559,2853
3,2021-09-13,0,0,0,0,0,0,0,464,0,0,0,0,464,0,464,1597
3,2021-09-20,0,0,0,0,0,0,0,466,0,0,0,0,466,0,466,1136
3,2021-09-27,0,0,0,0,0,0,0,346,0,0,0,0,346,0,346,911
3,2021-10-04,0,0,0,0,0,0,0,250,0,0,0,0,250,0,250,688
3,2021-10-11,0,0,0,0,0,0,0,284,0,0,0,0,284,0,284,706
3,2021-10-18,0,0,0,0,0,0,0,486,0,0,0,1,487,0,487,1095
3,2021-10-25,0,0,0,0,0,0,0,693,0,0,0,2,695,0,695,1643
3,2021-11-01,7,0,0,0,0,0,0,850,0,0,0,1,858,0,858,2707
3,2021-11-08,0,0,0,0,0,0,0,623,0,0,0,0,623,0,623,3949
3,2021-11-15,0,1,0,0,0,0,0,727,0,0,0,0,728,0,728,6091
3,2021-11-22,0,12,0,0,0,0,0,566,0,0,0,0,578,0,578,7770
3,2021-11-29,0,46,0,0,0,0,0,1109,0,0,0,1,1156,0,1156,9978
3,2021-12-06,0,62,0,0,0,0,0,630,0,0,0,0,692,0,692,10125
3,2021-12-13,0,139,0,0,0,0,0,468,0,0,0,0,607,0,607,9465
3,2021-12-20,0,253,0,0,0,0,0,341,0,0,0,0,594,0,594,9167
3,2021-12-27,0,236,1,0,0,0,0,117,0,0,0,3,357,0,357,13079
3,2022-01-03,0,789,2,0,0,1,0,126,0,0,0,3,921,0,921,20902
3,2022-01-10,0,893,12,0,0,0,0,56,0,0,0,3,964,0,964,23835
3,2022-01-17,0,527,6,0,0,0,0,11,0,0,0,0,544,0,544,35374
3,2022-01-24,0,494,23,0,0,0,0,6,0,0,0,0,523,0,523,39946
3,2022-01-31,0,416,35,0,0,0,0,3,0,0,0,0,454,0,454,34838
3,2022-02-07,0,618,151,0,0,0,0,1,0,0,0,0,770,0,770,26175
3,2022-02-14,0,364,157,0,0,0,0,1,0,0,0,0,522,0,522,20572
3,2022-02-21,0,279,240,0,0,0,0,0,0,0,0,0,519,0,519,21577
3,2022-02-28,0,191,330,0,0,0,0,0,0,0,0,1,522,0,522,32437
3,2022-03-07,0,125,452,0,0,0,0,1,0,0,0,4,582,0,582,40991
3,2022-03-14,0,32,171,0,0,0,0,0,0,0,0,1,204,0,204,42332
3,2022-03-21,0,31,297,0,0,0,0,1,0,0,0,1,330,0,330,26120
3,2022-03-28,0,14,231,0,0,1,0,0,0,0,0,3,249,0,249,13507
3,2022-04-04,0,4,85,0,0,1,0,0,0,0,0,0,90,0,90,7513
3,2022-04-11,0,6,148,0,0,0,0,0,0,0,0,6,160,0,160,5106
3,2022-04-18,0,1,106,0,0,0,0,0,0,0,0,0,107,0,107,3891
3,2022-04-25,0,2,52,0,0,2,0,0,0,0,0,0,56,0,56,2911
3,2022-05-02,0,0,71,0,0,2,0,0,0,0,0,2,75,0,75,2325
3,2022-05-09,0,2,59,0,0,1,0,0,0,0,0,0,62,0,62,1891
3,2022-05-16,0,3,34,0,0,2,0,0,0,0,0,7,46,0,46,1369
3,2022-05-23,0,1,44,0,0,13,0,1,0,0,0,0,59,0,59,1133
3,2022-05-30,0,0,42,0,0,29,0,0,0,0,0,1,72,0,72,1748
3,2022-06-06,0,0,64,0,0,82,0,0,0,0,0,0,146,0,146,2634
3,2022-06-13,0,1,22,0,0,87,0,0,0,0,0,3,113,0,113,3900
3,2022-06-20,0,0,8,0,0,107,0,0,0,0,0,2,117,0,117,5366
3,2022-06-27,0,0,9,0,0,132,0,0,0,0,0,3,144,0,144,7464
3,2022-07-04,0,0,13,0,0,49,0,0,0,0,0,0,62,0,62,8832
3,2022-07-11,0,0,5,0,0,74,0,0,0,0,0,0,79,0,79,7940
3,2022-07-18,0,0,4,0,0,51,0,0,0,0,0,1,56,0,56,6545
3,2022-07-25,0,0,2,0,0,106,0,0,0,0,0,1,109,0,109,4927
3,2022-08-01,0,0,0,0,0,70,0,0,0,0,1,1,72,0,72,3933
3,2022-08-08,0,0,0,3,0,93,0,0,0,0,0,4,100,0,100,3831
3,2022-08-15,0,0,0,1,0,95,0,0,0,0,0,0,96,0,96,3467
3,2022-08-22,0,0,1,0,0,68,0,0,0,0,0,0,69,0,69,3017
3,2022-08-29,0,0,0,0,0,89,0,0,0,0,0,0,89,0,89,2901
3,2022-09-05,0,0,0,1,0,75,0,0,0,0,0,0,76,0,76,2681
3,2022-09-12,0,0,0,2,0,88,0,0,0,0,0,0,90,0,90,2548
3,2022-09-19,0,0,0,1,0,81,1,0,0,0,0,2,85,0,85,2919
3,2022-09-26,0,0,0,1,0,84,1,0,0,0,0,1,87,0,87,4318
3,2022-10-03,0,0,0,4,0,124,13,0,0,0,0,0,141,0,141,5760
3,2022-10-10,0,0,2,2,0,69,11,0,0,1,0,1,86,0,86,6275
3,2022-10-17,0,0,0,2,0,80,12,0,0,1,0,0,95,0,95,5628
3,2022-10-24,0,0,2,3,0,60,21,0,0,2,0,0,88,0,88,4447
3,2022-10-31,0,0,0,3,0,52,22,0,0,1,0,1,79,0,79,4207
3,2022-11-07,0,0,1,3,0,70,38,0,0,1,0,0,113,0,113,3792
3,2022-11-14,0,0,0,2,0,63,46,0,0,3,0,0,114,0,114,3964
3,2022-11-21,0,0,0,7,0,47,42,0,0,0,0,1,97,0,97,3445
3,2022-11-28,0,0,0,10,0,47,58,0,0,2,0,0,117,0,117,3145
3,2022-12-05,0,0,0,5,0,49,43,0,0,2,0,0,99,0,99,2823
3,2022-12-12,0,0,0,2,0,16,48,0,0,0,0,1,67,0,67,2555
3,2022-12-19,0,0,0,2,0,27,47,0,0,2,0,0,78,0,78,2300
3,2022-12-26,0,0,0,20,0,26,72,0,0,6,0,0,124,0,124,1151
3,2023-01-02,0,0,0,3,0,2,13,0,0,1,0,0,19,0,19,0
3,2023-01-09,0,0,0,5,0,2,6,0,0,1,0,0,14,0,14,0
3,2023-01-16,0,0,0,3,0,4,2,0,0,0,0,0,9,0,9,0
3,2023-01-23,0,0,0,3,0,2,6,0,0,2,0,0,13,0,13,0
3,2023-01-30,0,0,0,3,0,3,8,0,0,7,0,0,21,0,21,0
3,2023-02-06,0,0,0,6,0,1,6,0,0,6,0,2,21,0,21,0
3,2023-02-13,0,0,0,1,0,1,4,0,0,6,0,0,12,0,12,0
3,2023-02-20,0,0,0,1,0,1,9,0,0,13,0,0,24,0,24,0
3,2023-02-27,0,0,0,4,0,5,6,0,0,7,0,0,22,0,22,0
3,2023-03-06,0,0,0,2,0,0,3,0,0,18,0,0,23,0,23,0
3,2023-03-13,0,0,0,2,0,0,4,0,0,31,0,0,37,0,37,0
3,2023-03-20,0,0,0,0,0,0,1,0,0,20,0,0,21,0,21,0
3,2023-03-27,0,0,0,1,0,0,2,0,0,28,1,0,32,0,32,0
3,2023-04-03,0,0,0,2,0,0,1,0,0,16,1,0,20,0,20,0
3,2023-04-10,0,0,0,0,0,0,1,0,0,15,3,0,19,0,19,0
3,2023-04-17,0,0,0,1,0,0,0,0,0,5,1,0,7,0,7,0
3,2023-04-24,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0
3,2023-05-01,0,0,0,1,0,0,0,0,0,9,0,1,11,0,11,0
3,2023-05-08,0,0,0,0,0,0,0,0,0,2,2,0,4,0,4,0
3,2023-05-15,0,0,0,0,0,0,0,0,0,11,3,0,14,0,14,0
3,2023-05-22,0,0,0,0,0,0,0,0,0,7,2,0,9,0,9,0
3,2023-05-29,0,0,0,0,0,0,0,0,0,7,1,0,8,0,8,0
3,2023-06-05,0,0,0,0,0,0,0,0,1,5,1,0,7,0,7,0
3,2023-06-12,0,0,0,0,0,0,0,0,0,7,1,0,8,0,8,0
3,2023-06-19,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0
3,2023-06-26,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0
3,2023-07-03,0,0,0,0,0,0,1,0,0,4,2,0,7,0,7,0
3,2023-07-10,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0
3,2023-07-17,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0
3,2023-07-24,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0
3,2023-07-31,0,0,0,0,0,0,0,0,3,3,0,0,6,0,6,0
3,2023-08-07,0,0,0,0,0,0,0,0,4,7,1,1,13,0,13,0
3,2023-08-14,0,0,0,0,0,0,0,0,5,0,1,0,6,0,6,0
3,2023-08-21,0,0,0,0,0,0,0,0,1,1,4,1,7,0,7,0
3,2023-08-28,0,0,0,1,0,0,0,0,6,5,4,0,16,0,16,0
3,2023-09-04,0,0,0,2,1,0,0,0,7,11,3,1,25,0,25,0
3,2023-09-11,0,0,0,1,0,0,0,0,7,11,3,1,23,0,23,0
3,2023-09-18,0,0,0,0,2,0,0,0,5,1,2,1,11,0,11,0
3,2023-09-25,0,0,0,0,2,0,0,0,10,1,3,0,16,0,16,0
3,2023-10-02,0,0,0,0,0,0,0,0,8,7,5,0,20,0,20,0
3,2023-10-09,0,0,0,0,1,0,0,0,12,5,4,1,23,0,23,0
3,2023-10-16,0,0,0,0,3,0,0,0,12,5,2,0,22,0,22,0
3,2023-10-23,0,0,0,0,1,0,0,0,28,4,3,2,38,0,38,0
3,2023-10-30,0,0,0,0,2,0,0,0,20,9,1,5,37,0,37,0
3,2023-11-06,0,0,0,0,1,0,0,0,10,4,3,3,21,0,21,0
3,2023-11-13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,20
4,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,88
4,2020-03-16,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,307
4,2020-03-23,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,339
4,2020-03-30,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,265
4,2020-04-06,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,177
4,2020-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
4,2020-04-20,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,83
4,2020-04-27,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,54
4,2020-05-04,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,18
4,2020-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
4,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,15
4,2020-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,2020-06-08,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,13
