,date,division,pangolinLineage,submittingLab,count
13527,2020-12-19,Basel-Land,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",1
13528,2021-02-11,Valais,B.1.258.14,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13529,2021-03-16,Valais,B.1.1.7,"HUG, Laboratory of Virology and the Health2030 Genome Center",13
13530,2020-12-12,Bern,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",1
13531,2021-05-16,Thurgau,B.1.1.7,Viollier AG,1
13532,2020-12-17,Zürich,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",2
13533,2020-12-04,Graubünden,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13534,2020-12-31,Sankt Gallen,B.1.160.12,"Department of Biosystems Science and Engineering, ETH Zürich",1
13535,2021-07-07,Vaud,B.1.1.7,Laboratory of genomics and metagenomics,5
13536,2021-05-11,Lucerne,B.1.1.7,Clinical Bacteriology,2
13537,2021-07-20,Ticino,B.1.617.2,Laboratorio di Microbiologia,3
13538,2021-03-21,Basel-Stadt,B.1.214.2,Clinical Bacteriology,1
13539,2020-12-27,Vaud,B.1.160.15,"Department of Biosystems Science and Engineering, ETH Zürich",1
13540,2021-01-28,Solothurn,B.1.160.11,"Department of Biosystems Science and Engineering, ETH Zürich",2
13541,2021-01-11,Schaffhausen,B.1.1.37,"Department of Biosystems Science and Engineering, ETH Zürich",1
13542,2021-05-17,Zürich,P.1,"Microbiology, Dr. Risch",2
13543,2020-10-30,Bern,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",3
13544,2021-02-22,Basel-Land,B.1.351,"Department of Biosystems Science and Engineering, ETH Zürich",1
13545,2020-11-03,Bern,B.1.1.269,"Department of Biosystems Science and Engineering, ETH Zürich",1
13546,2021-05-18,Bern,B.1.351,"Department of Biosystems Science and Engineering, ETH Zürich",1
13547,2021-01-18,Bern,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",1
13548,2021-05-10,Thurgau,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
13549,2021-06-01,Basel-Land,C.36.3,"Department of Biosystems Science and Engineering, ETH Zürich",1
13550,2021-03-01,Zug,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13551,2020-12-27,Thurgau,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",2
13552,2021-10-08,Sankt Gallen,B.1.617.2,Microbiology,1
13553,2021-08-09,Basel-Stadt,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13554,2021-06-09,Vaud,B.1.1.7,Laboratory of genomics and metagenomics,5
13555,2021-08-09,Solothurn,AY.26,"Department of Biosystems Science and Engineering, ETH Zürich",2
13556,2020-11-07,Solothurn,B.1.1.70,"Department of Biosystems Science and Engineering, ETH Zürich",2
13557,2021-01-21,Aargau,B.1.36.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13558,2021-01-04,Basel-Land,B.1.36.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13559,2021-01-08,Lucerne,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",1
13560,2021-08-05,Zug,AY.10,"Department of Biosystems Science and Engineering, ETH Zürich",1
13561,2021-01-09,Bern,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",1
13562,2020-12-04,Solothurn,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",3
13563,2020-04-29,Basel-Stadt,B.1,"University Hospital Basel, Clinical Bacteriology",1
13564,2020-08-21,Uri,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",2
13565,2021-09-19,Bern,B.1.617.2,Microbiology,1
13566,2021-01-09,Neuchâtel,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13567,2021-08-03,Aargau,B.1.617.2,Institute of Medical Virology,2
13568,2021-02-23,Schaffhausen,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13569,2021-08-04,Solothurn,AY.7.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13570,2020-06-27,Schwyz,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13571,2021-03-31,,B.1.1.7,"HUG, Laboratory of Virology and the Health2030 Genome Center",4
13572,2021-10-04,Jura,B.1.617.2,Microbiology,6
13573,2020-11-07,Bern,B.1.177.71,"Department of Biosystems Science and Engineering, ETH Zürich",1
13574,2020-12-30,Basel-Stadt,B.1.160.26,"Department of Biosystems Science and Engineering, ETH Zürich",1
13575,2020-10-22,Basel-Land,B.1,"University Hospital Basel, Clinical Bacteriology",1
13576,2021-07-09,Valais,B.1.617.2,"Valais Hospital, Central Institute",1
13577,2021-10-08,Valais,B.1.617.2,"Valais Hospital, Central Institute",2
13578,2020-10-19,Basel-Land,B.1.177.23,"University Hospital Basel, Clinical Bacteriology",1
13579,2021-01-19,Solothurn,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",1
13580,2020-11-28,Zürich,B.1.160.9,"Department of Biosystems Science and Engineering, ETH Zürich",2
13581,2021-08-31,Bern,AY.9,Institute for Infectious Diseases,2
13582,2021-02-12,Basel-Land,B.1.36.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13583,2020-12-23,Aargau,B.1.36,"Department of Biosystems Science and Engineering, ETH Zürich",1
13584,2020-11-16,Geneva,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",1
13585,2020-03-14,Vaud,B.1.93,Laboratory of genomics and metagenomics,1
13586,2021-08-10,Geneva,AY.4,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13587,2021-01-01,Basel-Stadt,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",2
13588,2021-01-12,Lucerne,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",2
13589,2021-09-23,Basel-Land,B.1.617.2,Clinical Bacteriology,1
13590,2021-09-22,Ticino,AY.4,Synlab Bioggio,2
13591,2021-02-21,Thurgau,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",6
13592,2021-09-05,Zürich,AY.4.2,Institute of Medical Virology,1
13593,2021-06-29,Geneva,AY.9,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
13594,2021-02-28,Geneva,B.1.160.9,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13595,2021-07-02,Ticino,AY.34,Laboratorio di Microbiologia,1
13596,2021-04-15,Zürich,B.1.1.7,,1
13597,2021-09-25,Lucerne,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
13598,2021-08-04,Zürich,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",4
13599,2021-03-04,Basel-Land,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",1
13600,2020-10-31,Basel-Stadt,B.1.177.33,"University Hospital Basel, Clinical Bacteriology",1
13601,2020-07-14,Zürich,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",3
13602,2021-08-02,Bern,AY.39,SRO AG,2
13603,2020-11-02,Basel-Land,B.1.160.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
13604,2021-09-20,Bern,AY.4,SRO AG,8
13605,2021-02-05,Vaud,B.1.1.7,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13606,2020-12-24,Zürich,B.1.236,"Department of Biosystems Science and Engineering, ETH Zürich",3
13607,2021-09-24,null,B.1.617.2,Microbiology,1
13608,2021-01-13,Vaud,B.1.1.384,"Department of Biosystems Science and Engineering, ETH Zürich",1
13609,2020-10-07,Zürich,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",3
13610,2020-11-12,Basel-Stadt,B.1.160.32,Clinical Bacteriology,1
13611,2020-12-18,Graubünden,B.1.258,"University Hospital Basel, Clinical Bacteriology",1
13612,2021-09-10,Lucerne,AY.7.1,"Institute for Infectious Diseases, University of Bern",1
13613,2021-08-11,Vaud,AY.23,"Valais Hospital, Central Institute",1
13614,2021-08-11,Thurgau,B.1.617.2,Institute of Medical Virology,1
13615,2021-09-20,Zürich,AY.39,Institute of Medical Virology,1
13616,2021-05-26,Zürich,B.1.1.7,Institute of Medical Virology,12
13617,2021-08-02,Bern,AY.5,Institute for Infectious Diseases,8
13618,2021-01-15,Bern,,"Department of Biosystems Science and Engineering, ETH Zürich",1
13619,2020-12-11,Valais,B.1.160.12,"Department of Biosystems Science and Engineering, ETH Zürich",1
13620,2020-12-27,Basel-Land,B.1.258,"University Hospital Basel, Clinical Bacteriology",3
13621,2021-01-26,Schwyz,B.1.36.35,"Department of Biosystems Science and Engineering, ETH Zürich",1
13622,2021-10-09,Bern,AY.4,Microbiology,1
13623,2021-05-17,Bern,B.1.1.7,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13624,2021-10-01,Basel-Land,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
13625,2021-05-26,Vaud,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
13626,2020-12-19,Graubünden,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",3
13627,2021-09-23,Lucerne,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",1
13628,2021-03-29,Bern,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",15
13629,2021-02-15,Sankt Gallen,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
13630,2021-02-16,Basel-Stadt,B.1.258.14,"University Hospital Basel, Clinical Bacteriology",1
13631,2021-02-17,Ticino,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",2
13632,2021-02-01,Valais,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
13633,2021-09-03,Lucerne,AY.4,Genesupport,1
13634,2021-02-06,Zürich,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13635,2021-02-14,Solothurn,B.1.36.17,"Department of Biosystems Science and Engineering, ETH Zürich",2
13636,2021-02-15,Aargau,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",1
13637,2021-02-26,Sankt Gallen,B.1.1.7,Center for Laboratory Medicine St. Gallen,2
13638,2020-07-21,Basel-Stadt,B.1.1,"University Hospital Basel, Clinical Bacteriology",1
13639,2021-08-22,Ticino,AY.33,Laboratorio di Microbiologia,1
13640,2021-08-16,Basel-Stadt,AY.36,Clinical Bacteriology,1
13641,2021-04-22,Ticino,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13642,2021-04-16,Basel-Stadt,B.1.1.7,Clinical Bacteriology,2
13643,2021-04-28,Ticino,B.1.258,,1
13644,2021-02-11,Neuchâtel,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",1
13645,2020-11-30,Zürich,B.1.160.31,"Department of Biosystems Science and Engineering, ETH Zürich",1
13646,2020-04-05,Basel-Stadt,B.1,"University Hospital Basel, Clinical Bacteriology",4
13647,2021-01-09,Geneva,B.1.1.519,"HUG, Laboratory of Virology and the Health2030 Genome Center",4
13648,2021-03-13,,P.1,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13649,2021-06-02,Bern,C.16,Institute for Infectious Diseases,1
13650,2021-01-28,Solothurn,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",2
13651,2021-01-25,Zug,B.1.1.70,"Department of Biosystems Science and Engineering, ETH Zürich",1
13652,2021-06-07,Geneva,B.1.1.7,Genesupport,4
13653,2020-07-31,Schwyz,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
13654,2021-08-03,,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
13655,2020-11-30,Solothurn,B.1.258,"University Hospital Basel, Clinical Bacteriology",1
13656,2020-12-14,Zürich,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13657,2021-04-11,Thurgau,B.1.1.7,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13658,2021-02-13,Bern,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",2
13659,2021-01-13,Vaud,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",3
13660,2021-01-27,Aargau,B.1.1.7,"Institute of Medical Virology, University of Zurich",1
13661,2020-11-13,Basel-Land,B.1.177.80,"Department of Biosystems Science and Engineering, ETH Zürich",1
13662,2020-11-13,Basel-Land,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",3
13663,2021-08-30,Geneva,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",16
13664,2020-10-08,Zürich,B.1.160.16,"University Hospital Basel, Clinical Bacteriology",1
13665,2021-05-20,Zürich,P.1,Institute of Medical Virology,1
13666,2021-01-06,Basel-Stadt,B.1.1.70,"University Hospital Basel, Clinical Bacteriology",1
13667,2020-12-30,Graubünden,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
13668,2020-03-23,Basel-Stadt,B.1.1,"University Hospital Basel, Clinical Bacteriology",2
13669,2021-04-12,Geneva,B.1.351.3,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13670,2021-09-01,Appenzell Innerrhoden,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",2
13671,2021-02-01,Basel-Land,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",1
13672,2021-01-27,Thurgau,B.1.221,"Institute of Medical Virology, University of Zurich",1
13673,2020-11-19,Vaud,B.1.258,"Laboratory of genomics and metagenomics, Institute of Microbiology, University Hospital Centre and University of Lausanne, Switzerland",1
13674,2021-04-27,Basel-Stadt,B.1.1.7,Clinical Bacteriology,2
13675,2021-01-22,Geneva,B.1.1.519,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13676,2020-11-30,Bern,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",2
13677,2021-01-04,Schaffhausen,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",4
13678,2021-04-12,Zürich,B.1.1.7,,9
13679,2021-02-19,Basel-Land,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",7
13680,2020-12-15,Solothurn,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",3
13681,2020-12-18,Schwyz,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",1
13682,2020-11-12,Valais,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",1
13683,2021-06-01,Vaud,B.1.1.7,Laboratory of genomics and metagenomics,3
13684,2021-02-12,Basel-Stadt,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",3
13685,2021-03-30,Basel-Stadt,B.1.1.7,Clinical Bacteriology,8
13686,2021-03-16,Zürich,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",12
13687,2021-01-08,Basel-Land,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",1
13688,2021-10-07,Aargau,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",2
13689,2020-10-16,Basel-Stadt,B.1.1,"University Hospital Basel, Clinical Bacteriology",1
13690,2021-05-19,Ticino,C.36.3,,2
13691,2021-04-06,Solothurn,B.1.1.7,Viollier AG,2
13692,2021-02-04,Jura,B.1.160.15,"Department of Biosystems Science and Engineering, ETH Zürich",1
13693,2020-10-14,Bern,B.1.1.232,"Department of Biosystems Science and Engineering, ETH Zürich",1
13694,2021-01-27,Basel-Land,B.1.1.47,"Department of Biosystems Science and Engineering, ETH Zürich",1
13695,2021-08-10,Zürich,AY.4.4,Institute of Medical Virology,1
13696,2021-09-20,Basel-Stadt,AY.5,Clinical Bacteriology,1
13697,2020-12-09,Zürich,B.1.1.70,"Department of Biosystems Science and Engineering, ETH Zürich",1
13698,2021-10-01,Bern,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",7
13699,2021-01-30,Basel-Land,B.1.221,"University Hospital Basel, Clinical Bacteriology",1
13700,2021-06-12,Sankt Gallen,B.1.1.7,Institute of Medical Virology,1
13701,2021-03-29,Sankt Gallen,B.1.1.7,Center for Laboratory Medicine St. Gallen,10
13702,2020-12-07,Schwyz,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",2
13703,2020-08-22,Basel-Land,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13704,2021-06-17,Geneva,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13705,2021-02-07,Basel-Stadt,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
13706,2021-01-11,Basel-Land,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",1
13707,2020-11-16,Bern,B.1.1.433,"Department of Biosystems Science and Engineering, ETH Zürich",1
13708,2020-12-19,Bern,B.1.221,"Institute for Infectious Diseases, University of Bern, Switzerland",1
13709,2021-05-06,Zürich,P.1,Institute of Medical Virology,4
13710,2020-11-25,Basel-Stadt,B.1.160.12,Clinical Bacteriology,1
13711,2021-06-02,Thurgau,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13712,2021-08-04,Basel-Stadt,AY.34,Clinical Bacteriology,1
13713,2021-08-05,Ticino,AY.4,Synlab Bioggio,2
13714,2021-02-08,Zürich,B.1.1.519,"Department of Biosystems Science and Engineering, ETH Zürich",1
13715,2021-08-12,Zürich,AY.23,"Department of Biosystems Science and Engineering, ETH Zürich",1
13716,2020-11-11,Zürich,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13717,2021-04-08,Valais,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13718,2021-02-04,Zürich,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",2
13719,2021-01-15,Schaffhausen,B.1.177.62,"Department of Biosystems Science and Engineering, ETH Zürich",1
13720,2020-02-29,Aargau,B.1.1,University Hospitals of Geneva Laboratory of Virology,1
13721,2020-11-10,Solothurn,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",1
13722,2021-09-18,Lucerne,AY.4,Genesupport,2
13723,2021-08-02,Geneva,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",21
13724,2021-01-13,Valais,B.1.177.28,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
13725,2021-10-21,Bern,AY.39,Microbiology,2
13726,2021-09-01,Lucerne,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",2
13727,2021-03-10,Aargau,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13728,2021-08-24,Ticino,AY.7.1,Synlab Bioggio,1
13729,2020-12-29,Bern,B.1.520,"Department of Biosystems Science and Engineering, ETH Zürich",1
13730,2020-12-28,Basel-Land,B.1.160.32,"Department of Biosystems Science and Engineering, ETH Zürich",3
13731,2021-08-23,Ticino,B.1.617.2,Synlab Bioggio,4
13732,2020-08-10,Uri,B.1.389,"Department of Biosystems Science and Engineering, ETH Zürich",2
